uri_inchikey,iupacName,prefLabel,prefLabel_en,altLabel,notation,definition,exactMatch,casNumber,ecNumber,pubchem,inScheme,source,validatie_status
UHOVQNZJYSORNB-UHFFFAOYSA-N,BENZENE,benzeen,,,Ben,,wise:CAS_71-43-2,54682-86-9|68956-52-5|174973-66-1|26181-88-4|27271-55-2|71-43-2,,compound:CID241,conceptscheme:chemische_stof,,status:todo
UHVSGGICUWLXMJ-UHFFFAOYSA-K,azanium;samarium(3+);disulfate,,Ammonium samarium(3+) disulphate,,,,,21995-29-9,244-699-2,compound:CID56843851,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UHWDBWXPVYKTCB-UHFFFAOYSA-M,methyl(quinolin-8-yloxy)mercury|methylmercury(1+);quinolin-8-olate,,Methyl(8-quinolinolato)mercury|Ortho LM seed protectant,,,,,86-85-1,,compound:CID6859|compound:CID69052918,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UHWURQRPEIFIAK-UHFFFAOYSA-N,"1,1,3,3,5-pentamethyl-4,6-dinitro-2H-indene",,Moskene,,,,,116-66-5,204-149-4,compound:CID67005,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UHXUZOCRWCRNSJ-QPJJXVBHSA-N,(1-methylsulfanylethylideneamino) N-methylcarbamate,methomyl,,,metml,,,19928-35-9|16752-77-5,,compound:CID5353758,conceptscheme:chemische_stof,,status:todo
UHYJTDLWNOQAFE-UHFFFAOYSA-N,"ethyl 2-[4-(2,2-dichlorocyclopropyl)phenoxy]-2-methylpropanoate",,"Ethyl 2-[4-(2,2-dichlorocyclopropyl)phenoxy]-2-methylpropionate",,,,,52179-28-9,,compound:CID103600,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UHZZMRAGKVHANO-UHFFFAOYSA-M,2-chloroethyl-trimethylazanium chloride,chloormequatchloride,,,ClmqCl,,,39394-21-3|8073-20-9|999-81-5,,compound:CID13836,conceptscheme:chemische_stof,,status:todo
UIFOTCALDQIDTI-UHFFFAOYSA-N,arsanylidynenickel|arsenic;nickel,,Nickel arsenide|Nickelin,,,,,12255-80-0|12795-30-1|27016-75-7,|248-169-1,compound:CID101946360|compound:CID62391,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UIGCAKPIVWEXRT-UHFFFAOYSA-M,chloro-(2-methoxycyclooctyl)mercury,,Chloro(trans-2-methoxycyclooctyl)mercury,,,,,5185-84-2,,compound:CID21257,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UIHCLUNTQKBZGK-UHFFFAOYSA-N,3-METHYLPENTAN-2-ONE,3-methyl-2-pentanon,,,3C1y2C5on,,,565-61-7,,compound:CID11262,conceptscheme:chemische_stof,,status:todo
UIKROCXWUNQSPJ-UHFFFAOYSA-N,1-methyl-5-pyridin-3-ylpyrrolidin-2-one,(5S)-1-methyl-5-(3-pyridinyl)-2-pyrrolidinon,,(5s)-1-methyl-5-(3-pyridinyl)-2-pyrrolidinon,5S1C1y53prdn,,,486-56-6,,compound:CID408,conceptscheme:chemische_stof,,status:todo
UIOFUWFRIANQPC-JKIFEVAISA-N,"(2S,5R,6R)-6-[[3-(2-chloro-6-fluorophenyl)-5-methyl1,2-oxazole-4-carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",flucloxacilline,,,flucaclne,,,5250-39-5,,compound:CID21319,conceptscheme:chemische_stof,,status:todo
UIRGKRRTSXFSTG-UHFFFAOYSA-J,dipotassium;difluoronickel;difluoride|dipotassium;nickel(2+);tetrafluoride|dipotassium;tetrafluoronickel(2-),,Dipotassium tetrafluoronickelate(2-)|Dipotassium;difluoronickel;difluoride|Nickel(2+) potassium fluoride (1/2/4),,,,,13859-60-4,237-595-3,compound:CID138397895|compound:CID15756692|compound:CID44149288,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UISUNVFOGSJSKD-UHFFFAOYSA-N,"N-[[3,5-dichloro-4-[3-chloro-5-(trifluoromethyl)pyridin-2-yl]oxyphenyl]carbamoyl]-2,6-difluorobenzamide",chloorfluazuron,,,Clfazrn,,,71422-67-8,,compound:CID91708,conceptscheme:chemische_stof,,status:todo
UITIGCZPKSMPAB-UHFFFAOYSA-M,lead(2+);hydroxide;nitrate,,Lead hydroxide nitrate,,,,,12268-84-7,235-543-4,compound:CID44149575,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UIWXSTHGICQLQT-UHFFFAOYSA-N,ethenyl propanoate,polyvinylpropionaat,,,polvnppont,,,25035-84-1|170016-12-3|105-38-4,,compound:CID7750,conceptscheme:chemische_stof,,status:todo
UIWYJDYFSGRHKR-AHCXROLUSA-N,gadolinium-153,gadolinium 153,,,Gd153,,,14276-65-4,,compound:CID161049,conceptscheme:chemische_stof,,status:todo
UIWYJDYFSGRHKR-UHFFFAOYSA-N,GADOLINIUM,gadolinium,,,Gd,,,7440-54-2|87677-94-9|110123-54-1,,compound:CID23982,conceptscheme:chemische_stof,,status:todo
UIYFRYDWZBGDKP-UHFFFAOYSA-N,arsanylidyneytterbium|arsenic;ytterbium,,Arsenic;ytterbium|Ytterbium arsenide (YbAs),,,,,12006-12-1,234-483-6,compound:CID101917282|compound:CID82787,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UJBOOUHRTQVGRU-UHFFFAOYSA-N,3-methylcyclohexan-1-one,3-methylcyclohexanon,,,,,,591-24-2|625-96-7|24965-87-5,,compound:CID11567,conceptscheme:chemische_stof,,status:todo
UJIGKESMIPTWJH-UHFFFAOYSA-N,"1,3-Dichloro-1,1,2,2,3-pentafluoropropane","1,3-dichloor-1,1,2,2,3-pentafluorpropaan",,,HCFK225cb,,,507-55-1,,compound:CID62353,conceptscheme:chemische_stof,,status:todo
UJOBWOGCFQCDNV-UHFFFAOYSA-N,9H-Carbazole,carbazol,,,carbzl,,,86-74-8,,compound:CID6854,conceptscheme:chemische_stof,,status:todo
UJQUPNIPLJTIOV-UHFFFAOYSA-M,"sodium;2,3,3,4,4,5,5,6,6,6-decafluoro-2-(1,1,2,2,2-pentafluoroethyl)hexanoate",,Sodium perfluoro-2-ethylhexanoate,,,,,1195164-59-0,,compound:CID138396485,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UJSWIHIDDYYLJD-UHFFFAOYSA-N,chromium(3+);lead(2+);molybdenum;oxygen(2-),,Chromium lead molybdenum oxide,,,,,12709-98-7,,compound:CID166736,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UJTABUXRHHQREO-UHFFFAOYSA-M,azanide;phenylmercury(1+);acetate,,"Mercury(1+), amminephenyl-, acetate",,,,,22450-90-4,245-006-6,compound:CID49822480,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UJYLYGDHTIVYRI-UHFFFAOYSA-N,cadmium(2+);ethane,,"Cadmium, diethyl-|Diethyl cadmium",,,,,592-02-9,804-213-7,compound:CID521867|compound:CID68961,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UKHUPOMCGUFNAP-UHFFFAOYSA-N,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-tricosafluoroundecane-1-sulfonic acid",perfluor-n-undecaansulfonzuur ,,,PFUnDS,,,749786-16-1,,compound:CID22141518,conceptscheme:chemische_stof,,status:todo
UKHVLWKBNNSRRR-TYYBGVCCSA-M,"1-[(E)-3-chloroprop-2-enyl]-3,5,7-triaza-1-azoniatricyclo[3.3.1.13,7]decane;chloride","1-(3-chloorallyl)-3,5,7-triaza-1-azoniaadamantaanchloride",,,13Clal357Taz,,,60789-82-4|4080-31-3|103638-29-5,,compound:CID6433396,conceptscheme:chemische_stof,,status:todo
UKKZLCVDDRMWPG-UHFFFAOYSA-K,triazanium;hexafluoroiron(3-)|triazanium;trifluoroiron;trifluoride,,Ammonium hexafluoroferrate|Ammonium hexafluoroferrate (III),,,,,13815-28-6,,compound:CID14574211|compound:CID26287,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UKMSUNONTOPOIO-UHFFFAOYSA-N,Docosanoic acid,docosaanzuur,,,C22azr,,,112-85-6|16529-65-0,,compound:CID8215,conceptscheme:chemische_stof,,status:todo
UKOJGDIRVHIDJM-UHFFFAOYSA-N,"[4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,17,17,17-octacosafluoro-2-hydroxy-16-(trifluoromethyl)heptadecyl] prop-2-enoate",,3-(Perfluoro(13-methyl)tetradecyl)-2-hydroxypropyl acrylate,,,,,16083-78-6,240-236-3,compound:CID16204988,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UKWHYYKOEPRTIC-UHFFFAOYSA-N,mercury(2+);oxygen(2-)|oxomercury,,Mercuric oxide|Mercuric(II) oxide yellow,,,,,21908-53-2,244-654-7,compound:CID30856|compound:CID9837314,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
ULBXWWGWDPVHAO-UHFFFAOYSA-N,but-3-yn-2-yl N-(3-chlorophenyl)carbamate,chloorbufam,,,Clbfm,,,1967-16-4,,compound:CID16073,conceptscheme:chemische_stof,,status:todo
ULDHMXUKGWMISQ-UHFFFAOYSA-N,2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one,carvon,,,carvn,,,99-49-0|22327-39-5,,compound:CID7439,conceptscheme:chemische_stof,,status:todo
ULDHMXUKGWMISQ-VIFPVBQESA-N,(5S)-2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one,d-carvon,,,dcarvn,,,2244-16-8|53763-73-8,,compound:CID16724,conceptscheme:chemische_stof,,status:todo
ULEFFCDROVNTRO-UHFFFAOYSA-N,trimagnesium;disodium;dihydroxy(oxo)silane;iron(3+),,Crocidolite Asbestos,,,,,12001-28-4,601-649-8,compound:CID86278622,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
ULGNLQBHIXGZMQ-UHFFFAOYSA-L,lead(2+) dihydride;oxolead;sulfate,,Lead(2+) dihydride;oxolead;sulfate,,,,,12202-17-4,235-380-9,compound:CID139031023,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
ULGZDMOVFRHVEP-RWJQBGPGSA-N,"(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-dimethylamino-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,7,9,11,13-hexamethyl-1-oxacyclotetradecane-2,10-dione",erytromycine,,,ertmcne,,wise:CAS_114-07-8,82343-12-2|114-07-8,,compound:CID12560,conceptscheme:chemische_stof,,status:todo
ULYZAYCEDJDHCC-UHFFFAOYSA-N,2-CHLOROPROPANE,2-chloorpropaan,,,2ClC3a,,,75-29-6,,compound:CID6361,conceptscheme:chemische_stof,,status:todo
UMFJAHHVKNCGLG-UHFFFAOYSA-N,"N,N-dimethylnitrous amide",dimethylnitrosamine,,,DC1yNOAe,,,62-75-9,,compound:CID6124,conceptscheme:chemische_stof,,status:todo
UMGDCJDMYOKAJW-UHFFFAOYSA-N,Thiourea,thioureum,,,tourm,,,62-56-6,,compound:CID6118,conceptscheme:chemische_stof,,status:todo
UMGXUWVIJIQANV-UHFFFAOYSA-M,didecyl-dimethylazanium bromide,didecyldimethylammoniumbromide,,didecyldimethylammonium,DDMAB,,,2390-68-3|20256-56-8,,compound:CID16957,conceptscheme:chemische_stof,,status:todo
UMKANAFDOQQUKE-UHFFFAOYSA-N,"4-methylsulfonyl-2,6-dinitro-N,N-dipropylaniline",nitralin,,,nitln,,,4726-14-1,,compound:CID20848,conceptscheme:chemische_stof,,status:todo
UMKARVFXJJITLN-UHFFFAOYSA-N,,,,,,,,16038-76-9,240-176-8,compound:CID6327079|compound:CID6336625,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UMNKXPULIDJLSU-UHFFFAOYSA-N,dichloro-fluoromethane,dichloorfluormethaan,,,HCFK21,,,39289-28-6|75-43-4,,compound:CID6370,conceptscheme:chemische_stof,,status:todo
UMPSXRYVXUPCOS-UHFFFAOYSA-N,"2,3-Dichlorophenol","2,3-dichloorfenol",,,23DClFol,,,576-24-9|25167-81-1,,compound:CID11334,conceptscheme:chemische_stof,,status:todo
UMTFPTCPRUEQHM-UHFFFAOYSA-N,dicyanolead,,Lead(II) cyanide,,,,,592-05-2,209-742-1,compound:CID101282632|compound:CID61139,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UMTMDKJVZSXFNJ-UHFFFAOYSA-L,nickel;dihydroxide;hydrate,,"Nickel hydroxide (Ni(OH)a2)a, monohydrate",,,,,36897-37-7,,compound:CID3015871,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UMTMDKJVZSXFNJ-UHFFFAOYSA-N,nickel;trihydrate,,CID 6093370|Nickel hydroxide (Ni(OH)3)|Nickel hydroxide hydrate,,,,,12125-56-3,,compound:CID446417|compound:CID6093370|compound:CID61552,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UNAHYJYOSSSJHH-UHFFFAOYSA-N,"4-(Dipropylamino)-3,5-dinitrobenzenesulfonamide",oryzalin,,,orzln,,,19044-88-3,,compound:CID29393,conceptscheme:chemische_stof,,status:todo
UNCGJRRROFURDV-UHFFFAOYSA-N,"1,2-dichloro-4-(2,3-dichlorophenyl)benzene","2,3,3',4'-tetrachloorbifenyl",,,PCB56,,,41464-43-1,,compound:CID38879,conceptscheme:chemische_stof,,status:todo
UNEATYXSUBPPKP-UHFFFAOYSA-N,"1,3-di(propan-2-yl)benzene","1,3-di-isopropylbenzeen",,,13DiC3yeBen,,,99-62-7,,compound:CID7450,conceptscheme:chemische_stof,,status:todo
UNFUYWDGSFDHCW-UHFFFAOYSA-N,Chlorocyclohexane,chloorcyclohexaan,,,ClccC6a,,,542-18-7,,compound:CID10952,conceptscheme:chemische_stof,,status:todo
UNIFOJQSOVYZIY-UHFFFAOYSA-L,6-methylheptanoyloxy(7-methyloctanoyloxy)lead,,(isononanoato-O)(isooctanoato-O)lead,,,,,94246-84-1,304-157-9,compound:CID71300510,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UNMGLSGVXHBBPH-BVHINDLDSA-L,nickel(2+);(NE)-N-[(3E)-3-oxidoiminobutan-2-ylidene]hydroxylamine,,Nickel dimethylglyoxime|Nickeldimethylglyoxime,,,,,13478-93-8,236-782-7,compound:CID135564846|compound:CID146014394,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UNQDVBLGFWIFGX-UHFFFAOYSA-M,(carbamoylamino)-phenylmercury|carbamimidate;phenylmercury(1+),,CID 6093224|Phenylmercuriurea,,,,,2279-64-3,218-909-8,compound:CID101606324|compound:CID16783|compound:CID6093224,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UNSKNPXMHZPWPB-UHFFFAOYSA-N,silver;hexafluoroarsenic(1-),,Silver hexafluoroarsenate,,,,,12005-82-2,624-776-0,compound:CID11077325,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UNWCBEJNGJRTAI-UHFFFAOYSA-M,potassium;2-methyl-4-[3-[1-methyl-3-(morpholine-4-carbonyl)-5-oxopyrazol-4-ylidene]prop-1-enyl]-5-(morpholine-4-carbonyl)pyrazol-3-olate,,"Potassium 1-methyl-4-{3-[1-methyl-3-(morpholine-4-carbonyl)-5-oxo-1,5-dihydro-4H-pyrazol-4-ylidene]prop-1-en-1-yl}-3-(morpholine-4-carbonyl)-1H-pyrazol-5-olate",,,,,183196-57-8,418-260-2,compound:CID73754759,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UOAMTSKGCBMZTC-UHFFFAOYSA-N,"2,2,2-Trichloro-1,1-bis(4-chlorophenyl)ethanol",dicofol,,"p,p’-dicofol",Dcfl,,wise:CAS_115-32-2,115-32-2,,compound:CID8268,conceptscheme:chemische_stof,,status:todo
UOCLXMDMGBRAIB-UHFFFAOYSA-N,"1,1,1-Trichloroethane","1,1,1-trichloorethaan",,,111TClC2a,,wise:CAS_71-55-6,74552-83-3|71-55-6,,compound:CID6278,conceptscheme:chemische_stof,,status:todo
UOHMMEJUHBCKEE-UHFFFAOYSA-N,"1,2,3,4-TETRAMETHYLBENZENE",tetramethylbenzeen,,"1,2,3,4-tetramethylbenzeen",1234T4C1yBen|T4C1yBen,,,488-23-3|25619-60-7,,compound:CID10263,conceptscheme:chemische_stof,,status:todo
UOORRWUZONOOLO-OWOJBTEDSA-N,"['(E)-1,3-dichloroprop-1-ene', '1,3-dichloroprop-1-ene']","cis-1,2-dichloorpropeen",,"trans-1,3-dichloorpropeen",c12DClC3e|t13DClC3e,,wise:CAS_10061-02-6,6923-20-2|10061-02-6|8022-76-2|68525-58-6,,compound:CID24726,conceptscheme:chemische_stof,,status:todo
UOORRWUZONOOLO-UPHRSURJSA-N,"(Z)-1,3-dichloroprop-1-ene","cis-1,3-dichloorpropeen",,"1,3-dichloorpropeen|1,3-dichloorpropeen (cis+trans)|1,3-dichloorpropeen, cis",13DClC3e|c13DClC3e,,wise:CAS_10061-01-5|wise:CAS_542-75-6,10061-01-5|542-75-6,,compound:CID5280970,conceptscheme:chemische_stof,,status:todo
UPBXZSPHDQYPDY-UHFFFAOYSA-N,arsanylidyneerbium|arsenic;erbium,,Arsenic;erbium|Erbium arsenide (ErAs),,,,,12254-88-5,235-501-5,compound:CID101917280|compound:CID82998,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UPGTYLFCVNHBTN-XMLQVSDQSA-N,"(3S,8S,9S,10R,13R,14S)-10,13-dimethyl-17-[(E,2R)-6-methylhept-3-en-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol","cholesta-5,22-dien-3-beta-ol",,,chol522Den3b,,,6810-14-6|566-89-2|136897-21-7|137760-64-6|34347-28-9|70755-51-0,,compound:CID6441561,conceptscheme:chemische_stof,,status:todo
UPMLOUAZCHDJJD-UHFFFAOYSA-N,1-isocyanato-4-[(4-isocyanatophenyl)methyl]benzene,"4,4'-methyleendifenyldiisocyanaat",,,44C1yeDFyDiC,,,53633-14-0|201528-77-0|28515-38-0|57460-66-9|65916-89-4|156580-59-5|153986-89-1|101-68-8|77090-48-3|26447-40-5|12125-47-2|55157-41-0|142690-07-1|88001-94-9|97568-33-7,,compound:CID7570,conceptscheme:chemische_stof,,status:todo
UPMXNNIRAGDFEH-UHFFFAOYSA-N,"3,5-Dibromo-4-hydroxybenzonitrile",broomoxynil,,bromoxynil,BrOxnl,,wise:CAS_1689-84-5,1689-84-5,,compound:CID15531,conceptscheme:chemische_stof,,status:todo
UPPLJLAHMKABPR-UHFFFAOYSA-H,"2-hydroxypropane-1,2,3-tricarboxylate;nickel(2+)",,Trinickel dicitrate,,,,,6018-92-4,227-873-2,compound:CID165394,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UPSUSTJZZWSTPN-UHFFFAOYSA-N,nickel;sulfanylidenenickel,,Heazlewoodite|Nickel;sulfanylidenenickel,,,,,12035-72-2,234-829-6,compound:CID25199732|compound:CID4251231,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UPUGLJYNCXXUQV-UHFFFAOYSA-N,diethoxy-(2-ethylsulfinylethylsulfanyl)-sulfanylidenephosphorane,disulfoton-sulfoxide,,,DsftSO,,,2497-07-6,,compound:CID17242,conceptscheme:chemische_stof,,status:todo
UPVZPMJSRSWJHQ-HTXSYXIBSA-N,"(1R,2S,8S)-1-methyl-3-methylidene-8-propan-2-yltricyclo[4.4.0.02,7]decane",beta-copaene,,,bcpene,,,18252-44-3,,compound:CID87529,conceptscheme:chemische_stof,,status:todo
UQEAIHBTYFGYIE-UHFFFAOYSA-N,trimethyl-trimethylsilyloxysilane,hexamethyldisiloxaan,,,HxC1yDslxn,,,107-46-0|9006-65-9,,compound:CID24764,conceptscheme:chemische_stof,,status:todo
UQGFMSUEHSUPRD-UHFFFAOYSA-N,"disodium;3,7-dioxido-2,4,6,8,9-pentaoxa-1,3,5,7-tetraborabicyclo[3.3.1]nonane",,Sodium Borate,,,,,12267-73-1|1330-43-4,235-541-3,compound:CID10219853,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UQGXAENNKXXYNF-UHFFFAOYSA-N,lead(2+);ditetrafluoroborate,,Lead fluoroborate,,,,,13814-96-5,237-486-0,compound:CID12598180,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UQHCYQRUUQBPAU-UHFFFAOYSA-N,triphenyl(1H-pyrazol-5-yl)plumbane,,3-(triphenylplumbyl)-1H-pyrazole,,,,,51105-45-4,256-968-1,compound:CID101834965|compound:CID3016595,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UQJQVUOTMVCFHX-UHFFFAOYSA-L,disodium [2-(sulfidocarbothioylamino)ethylamino]methanedithioate,nabam,,ethyleenbisdithiocarbamaat,C2yebDtocbmt|nabm,,,142-59-6|111-54-6,,compound:CID8891,conceptscheme:chemische_stof,,status:todo
UQKJRDWYYZHIOR-OWOJBTEDSA-N,(E)-1-chloro-2-dichloroarsorylethene,,Lewisite I oxide,,,,,333-25-5,,compound:CID6433174,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UQLDLKMNUJERMK-UHFFFAOYSA-L,lead(2+);octadecanoate,,Lead stearate,,,,,1072-35-1|90459-52-2,214-005-2|291-696-7,compound:CID61258,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UQMGJOKDKOLIDP-UHFFFAOYSA-N,"1,2-dichloro-4-(3,4-dichlorophenyl)benzene",pcb77,,"3,3',4,4'-tetrachloorbifenyl|3,3',4,4'-tetrachloorbifenyl (pcb77)|PCB77|pcb 77",PCB77,,wise:CAS_32598-13-3,32598-13-3|80333-65-9,,compound:CID36187,conceptscheme:chemische_stof,,status:todo
UQMRAFJOBWOFNS-UHFFFAOYSA-N,"butyl 2-(2,4-dichlorophenoxy)acetate","2,4-d butyl ester",,"2,4-D butyl ester",24DC4yEsr,,,94-80-4,,compound:CID7206,conceptscheme:chemische_stof,,status:todo
UQMZPFKLYHOJDL-UHFFFAOYSA-N,zinc;cadmium(2+);disulfide,,Cadmium zinc sulfide,,,,,11129-14-9|68332-81-0,234-372-2|269-773-1,compound:CID44181,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UQOFJLBRRNSQKQ-UHFFFAOYSA-N,bis(trimethylsilylmethyl)mercury,,Bis((trimethylsilyl)methyl)mercury,,,,,13294-23-0,236-315-7,compound:CID101977028|compound:CID83317,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UQPSGBZICXWIAG-UHFFFAOYSA-L,nickel(2+);dibromide;trihydrate,,"Nickel bromide (NiBr2), trihydrate",,,,,7789-49-3,677-463-6,compound:CID20386225,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
UQRLKWGPEVNVHT-UHFFFAOYSA-N,"3,5-DICHLOROANILINE","3,5-dichlooraniline",,,35DClAn,,wise:CAS_626-43-7,626-43-7,,compound:CID12281,conceptscheme:chemische_stof,,status:todo
UQSXHKLRYXJYBZ-UHFFFAOYSA-N,oxoiron,ijzeroxide,,,FeO,,,1345-25-1,,compound:CID14945,conceptscheme:chemische_stof,,status:todo
UQXKXGWGFRWILX-UHFFFAOYSA-N,2-nitrooxyethyl nitrate,ethyleenglycoldinitraat (egdn),,ethyleenglycoldinitraat (EGDN),C2yegcDNO3,,,628-96-6|121749-11-9,,compound:CID40818,conceptscheme:chemische_stof,,status:todo
UQZGCQZNXUAIGZ-UHFFFAOYSA-L,azane;palladium(2+);dibromide;dihydrobromide|diazanium;palladium(2+);tetrabromide|diazanium;tetrabromopalladium(2-),,"Diazanium;tetrabromopalladium(2-)|Palladate(2-), tetrabromo-, ammonium (1:2), (SP-4-1)-|Palladium(2+) bromide--ammonia--hydrogen bromide (1/2/2/2)",,,,,15661-00-4,239-731-7,compound:CID118856331|compound:CID138398125|compound:CID167327,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
URAYPUMNDPQOKB-UHFFFAOYSA-N,"1,3-diacetyloxypropan-2-yl acetate",glyceroltriacetaat,,,glycrTactt,,,102-76-1,,compound:CID5541,conceptscheme:chemische_stof,,status:todo
URDNHJIVMYZFRT-UHFFFAOYSA-N,"1-(2,4-Dichlorophenyl)-4,4-dimethyl-2-(1,2,4-triazol-1-yl)pentan-3-ol",diclobutrazool,,,Dcbtzl,,,75432-64-3|66345-62-8|83940-00-5|75736-33-3,,compound:CID53309,conceptscheme:chemische_stof,,status:todo
UREACWLAXSOUKG-UHFFFAOYSA-M,bromo-ethylmercury,ethylkwikbromide,,,C2yHgBr,,,107-26-6,,compound:CID66943,conceptscheme:chemische_stof,,status:todo
UREBDLICKHMUKA-CXSFZGCWSA-N,"(8S,9R,10S,11S,13S,14S,16R,17R)-9-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one",dexamethason,,,dexmtsn,,,8054-59-9|50-02-2|23495-06-9|137098-19-2,,compound:CID5743,conceptscheme:chemische_stof,,status:todo
UREBDLICKHMUKA-DVTGEIKXSA-N,"(8S,9R,10S,11S,13S,14S,16S,17R)-9-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one",betamethason,,,betmtsn,,,378-44-9,,compound:CID9782,conceptscheme:chemische_stof,,status:todo
UREZNYTWGJKWBI-UHFFFAOYSA-M,"benzyl-dimethyl-[2-[2-[4-(2,4,4-trimethylpentan-2-yl)phenoxy]ethoxy]ethyl]azanium chloride",benzethonium chloride,,,BentnmCl,,,39362-38-4|121-54-0|5929-09-9,,compound:CID8478,conceptscheme:chemische_stof,,status:todo
URJIJZCEKHSLHA-UHFFFAOYSA-N,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecane-1-thiol",,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecane-1-thiol",,,,,34143-74-3,629-356-0,compound:CID542755,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
URKOMYMAXPYINW-UHFFFAOYSA-N,"2-[2-(4-benzo[b][1,5]benzothiazepin-6-ylpiperazin-1-yl)ethoxy]ethanol",quetiapine,,,quetpne,,,111974-69-7,,compound:CID5002,conceptscheme:chemische_stof,,status:todo
URLKBWYHVLBVBO-UHFFFAOYSA-N,"1,4-Dimethylbenzene",para-xyleen,,"1,4-xyleen|p-xyleen|1,4-Dimethylbenzeen",14xyln,,wise:CAS_106-42-3,106-42-3|68411-39-2|68650-36-2,,compound:CID7809,conceptscheme:chemische_stof,,status:todo
